Type	School Year	County	District	School	Agency Name	Average Teacher Salary	Average Years of Teaching Experience	Masters Count	Percentage of Teachers with Master's Degrees	Teacher Count	Hispanic	American Indian / Alaskan Native	Asian	Black or African American	Native Hawaiian or Other Pacific Islander	White	Two or More Races
DI	20002001	64	0023	000	JOHNSON-BROCK PUBLIC SCHOOLS	30580	15.54	12.00	0.5000	22.15	*	*	*	*	*	*	*
DI	20052006	64	0023	000	JOHNSON-BROCK PUBLIC SCHOOLS	34662	15.64	12.00	0.5455	21.13	*	*	*	*	*	*	*
DI	20072008	64	0023	000	JOHNSON-BROCK PUBLIC SCHOOLS	39007	14.62	14.00	0.6667	20.12	*	*	*	*	*	*	*
DI	20082009	64	0023	000	JOHNSON-BROCK PUBLIC SCHOOLS	42748	16.09	14.00	0.6364	20.44	*	*	*	*	*	*	*
DI	20092010	64	0023	000	JOHNSON-BROCK PUBLIC SCHOOLS	43547	16.77	13.00	0.5909	20.74	*	*	*	*	*	*	*
DI	20102011	64	0023	000	JOHNSON-BROCK PUBLIC SCHOOLS	45048	17.68	16.00	0.7273	20.48	*	*	*	*	*	20	*
SC	20002001	64	0023	001	HIGH SCHOOL AT JOHNSON	30461	16.93	*	*	11.65	*	*	*	*	*	*	*
SC	20052006	64	0023	001	HIGH SCHOOL AT JOHNSON	34205	15.53	*	*	11.25	*	*	*	*	*	*	*
SC	20072008	64	0023	001	HIGH SCHOOL AT JOHNSON	38745	13.21	*	*	10.76	*	*	*	*	*	*	*
SC	20082009	64	0023	001	HIGH SCHOOL AT JOHNSON	42680	14.50	*	*	11.05	*	*	*	*	*	*	*
SC	20092010	64	0023	001	HIGH SCHOOL AT JOHNSON	42856	15.00	*	*	11.48	*	*	*	*	*	*	*
SC	20102011	64	0023	001	HIGH SCHOOL AT JOHNSON	44204	15.86	*	*	11.24	*	*	*	*	*	11	*
SC	20002001	64	0023	003	ELEMENTARY SCHOOL AT JOHNSON	*	27.00	*	*	*	*	*	*	*	*	*	*
SC	20052006	64	0023	003	ELEMENTARY SCHOOL AT JOHNSON	35021	14.92	*	*	*	*	*	*	*	*	*	*
SC	20072008	64	0023	003	ELEMENTARY SCHOOL AT JOHNSON	40280	17.58	*	*	*	*	*	*	*	*	*	*
SC	20082009	64	0023	003	ELEMENTARY SCHOOL AT JOHNSON	44784	17.83	*	*	*	*	*	*	*	*	*	*
SC	20092010	64	0023	003	ELEMENTARY SCHOOL AT JOHNSON	43776	18.83	*	*	*	*	*	*	*	*	*	*
SC	20102011	64	0023	003	ELEMENTARY SCHOOL AT JOHNSON	45353	20.36	*	*	*	*	*	*	*	*	*	*
DI	20002001	64	0029	000	AUBURN PUBLIC SCHOOLS	36584	19.91	36.00	0.5143	67.88	*	*	*	*	*	*	*
DI	20052006	64	0029	000	AUBURN PUBLIC SCHOOLS	41137	20.98	32.00	0.5424	58.10	*	*	*	*	*	*	*
DI	20072008	64	0029	000	AUBURN PUBLIC SCHOOLS	41586	19.09	34.00	0.5313	63.00	*	*	*	*	*	*	*
DI	20082009	64	0029	000	AUBURN PUBLIC SCHOOLS	43128	16.49	37.00	0.5441	65.12	*	*	*	*	*	*	*
DI	20092010	64	0029	000	AUBURN PUBLIC SCHOOLS	45256	15.99	38.00	0.5672	65.50	*	*	*	*	*	*	*
DI	20102011	64	0029	000	AUBURN PUBLIC SCHOOLS	46506	16.55	46.00	0.6479	67.33	*	*	*	*	*	67	*
SC	20002001	64	0029	001	AUBURN HIGH SCHOOL	37798	20.50	14.00	0.5833	23.13	*	*	*	*	*	*	*
SC	20052006	64	0029	001	AUBURN HIGH SCHOOL	40462	22.00	17.00	0.5667	29.00	*	*	*	*	*	*	*
SC	20072008	64	0029	001	AUBURN HIGH SCHOOL	42086	21.00	17.00	0.5152	31.50	*	*	*	*	*	*	*
SC	20082009	64	0029	001	AUBURN HIGH SCHOOL	43105	17.19	17.00	0.4722	32.50	*	*	*	*	*	*	*
SC	20092010	64	0029	001	AUBURN HIGH SCHOOL	45056	16.31	13.00	0.4483	23.27	*	*	*	*	*	*	*
SC	20102011	64	0029	001	AUBURN HIGH SCHOOL	48052	17.42	17.00	0.5484	23.40	*	*	*	*	*	23	*
SC	20002001	64	0029	003	AUBURN MIDDLE SCHOOL	34561	17.21	*	*	17.95	*	*	*	*	*	*	*
SC	20052006	64	0029	003	AUBURN MIDDLE SCHOOL	41475	23.47	*	*	12.50	*	*	*	*	*	*	*
SC	20072008	64	0029	003	AUBURN MIDDLE SCHOOL	39360	17.12	*	*	14.00	*	*	*	*	*	*	*
SC	20082009	64	0029	003	AUBURN MIDDLE SCHOOL	41157	14.94	*	*	13.82	*	*	*	*	*	*	*
SC	20092010	64	0029	003	AUBURN MIDDLE SCHOOL	43625	13.79	14.00	0.5833	14.59	*	*	*	*	*	*	*
SC	20102011	64	0029	003	AUBURN MIDDLE SCHOOL	47121	15.89	17.00	0.6296	14.28	*	*	*	*	*	14	*
SC	20092010	64	0029	007	CALVERT ELEMENTARY	45208	14.79	18.00	0.6207	27.64	*	*	*	*	*	*	*
SC	20102011	64	0029	007	CALVERT ELEMENTARY	44718	14.68	22.00	0.7097	29.65	*	*	*	*	*	30	*
DI	20072008	65	0011	000	SUPERIOR PUBLIC SCHOOLS	45341	20.90	22.00	0.5641	37.27	*	*	*	*	*	*	*
DI	20082009	65	0011	000	SUPERIOR PUBLIC SCHOOLS	47722	21.62	21.00	0.5676	34.77	*	*	*	*	*	*	*
DI	20092010	65	0011	000	SUPERIOR PUBLIC SCHOOLS	50195	22.43	20.00	0.5405	34.77	*	*	*	*	*	*	*
DI	20102011	65	0011	000	SUPERIOR PUBLIC SCHOOLS	49750	21.54	21.00	0.5676	34.99	*	*	*	*	*	35	*
SC	20072008	65	0011	001	SUPERIOR JR/SR HIGH SCHOOL	44879	18.70	13.00	0.6500	17.61	*	*	*	*	*	*	*
SC	20082009	65	0011	001	SUPERIOR JR/SR HIGH SCHOOL	47796	20.26	13.00	0.6842	16.22	*	*	*	*	*	*	*
SC	20092010	65	0011	001	SUPERIOR JR/SR HIGH SCHOOL	50994	20.89	12.00	0.6316	16.22	*	*	*	*	*	*	*
SC	20102011	65	0011	001	SUPERIOR JR/SR HIGH SCHOOL	48601	19.40	12.00	0.6000	16.04	*	*	*	*	*	16	*
SC	20072008	65	0011	003	SUPERIOR SOUTHWARD ELEM SCHOOL	48971	25.55	*	*	*	*	*	*	*	*	*	*
SC	20082009	65	0011	003	SUPERIOR SOUTHWARD ELEM SCHOOL	50156	24.73	*	*	*	*	*	*	*	*	*	*
SC	20092010	65	0011	003	SUPERIOR SOUTHWARD ELEM SCHOOL	51865	25.73	*	*	*	*	*	*	*	*	*	*
SC	20102011	65	0011	003	SUPERIOR SOUTHWARD ELEM SCHOOL	49166	20.36	*	*	*	*	*	*	*	*	*	*
SC	20072008	65	0011	004	SUPERIOR NORTHWARD ELEM SCHOOL	44028	23.86	*	*	10.92	*	*	*	*	*	*	*
SC	20082009	65	0011	004	SUPERIOR NORTHWARD ELEM SCHOOL	46336	24.92	*	*	10.25	*	*	*	*	*	*	*
SC	20092010	65	0011	004	SUPERIOR NORTHWARD ELEM SCHOOL	48402	25.92	*	*	10.25	*	*	*	*	*	*	*
SC	20102011	65	0011	004	SUPERIOR NORTHWARD ELEM SCHOOL	46052	21.15	*	*	10.59	*	*	*	*	*	11	*
DI	20002001	65	2005	000	SO CENTRAL NE UNIFIED SYSTEM 5	35531	17.94	34.00	0.2957	110.17	*	*	*	*	*	*	*
DI	20052006	65	2005	000	SO CENTRAL NE UNIFIED SYSTEM 5	41819	20.98	34.00	0.3505	94.44	*	*	*	*	*	*	*
DI	20072008	65	2005	000	SO CENTRAL NE UNIFIED SYSTEM 5	42514	20.45	13.00	0.2241	56.01	*	*	*	*	*	*	*
DI	20082009	65	2005	000	SO CENTRAL NE UNIFIED SYSTEM 5	44432	20.30	11.00	0.1964	54.38	*	*	*	*	*	*	*
DI	20092010	65	2005	000	SO CENTRAL NE UNIFIED SYSTEM 5	44739	18.73	14.00	0.2545	53.50	*	*	*	*	*	*	*
DI	20102011	65	2005	000	SO CENTRAL NE UNIFIED SYSTEM 5	45294	18.30	20.00	0.2899	65.82	*	*	*	*	*	66	*
SC	20002001	65	2005	001	SANDY CREEK JR/SR HIGH SCHOOL	37557	17.29	11.00	0.5238	18.12	*	*	*	*	*	*	*
SC	20052006	65	2005	001	SANDY CREEK JR/SR HIGH SCHOOL	41061	17.86	*	*	18.04	*	*	*	*	*	*	*
SC	20072008	65	2005	001	SANDY CREEK JR/SR HIGH SCHOOL	42591	18.29	*	*	17.51	*	*	*	*	*	*	*
SC	20082009	65	2005	001	SANDY CREEK JR/SR HIGH SCHOOL	43132	15.85	*	*	17.38	*	*	*	*	*	*	*
SC	20092010	65	2005	001	SANDY CREEK JR/SR HIGH SCHOOL	45898	16.47	*	*	17.00	*	*	*	*	*	*	*
SC	20102011	65	2005	001	SANDY CREEK JR/SR HIGH SCHOOL	47347	18.05	11.00	0.5000	18.07	*	*	*	*	*	18	*
SC	20002001	65	2005	002	SANDY CREEK ELEMENTARY SCHOOL	34327	17.82	*	*	20.00	*	*	*	*	*	*	*
SC	20052006	65	2005	002	SANDY CREEK ELEMENTARY SCHOOL	40111	21.14	*	*	19.40	*	*	*	*	*	*	*
SC	20072008	65	2005	002	SANDY CREEK ELEMENTARY SCHOOL	42718	22.67	*	*	19.50	*	*	*	*	*	*	*
SC	20082009	65	2005	002	SANDY CREEK ELEMENTARY SCHOOL	44654	22.40	*	*	18.50	*	*	*	*	*	*	*
SC	20092010	65	2005	002	SANDY CREEK ELEMENTARY SCHOOL	45110	21.10	*	*	18.50	*	*	*	*	*	*	*
SC	20102011	65	2005	002	SANDY CREEK ELEMENTARY SCHOOL	44170	19.14	*	*	19.50	*	*	*	*	*	20	*
SC	20002001	65	2005	006	LAWRENCE/NELSON SECONDARY SCH	36065	20.60	*	*	17.40	*	*	*	*	*	*	*
SC	20052006	65	2005	006	LAWRENCE/NELSON SECONDARY SCH	42856	28.20	*	*	11.40	*	*	*	*	*	*	*
SC	20072008	65	2005	006	LAWRENCE/NELSON SECONDARY SCH	42537	23.14	*	*	10.50	*	*	*	*	*	*	*
SC	20082009	65	2005	006	LAWRENCE/NELSON SECONDARY SCH	46080	26.50	*	*	*	*	*	*	*	*	*	*
SC	20092010	65	2005	006	LAWRENCE/NELSON SECONDARY SCH	45827	25.40	*	*	*	*	*	*	*	*	*	*
SC	20102011	65	2005	006	LAWRENCE/NELSON SECONDARY SCH	48234	20.92	*	*	*	*	*	*	*	*	*	*
SC	20002001	65	2005	007	LAWRENCE/NELSON ELEMENTARY SCH	32022	12.09	*	*	10.10	*	*	*	*	*	*	*
SC	20052006	65	2005	007	LAWRENCE/NELSON ELEMENTARY SCH	40880	19.38	*	*	*	*	*	*	*	*	*	*
SC	20072008	65	2005	007	LAWRENCE/NELSON ELEMENTARY SCH	41093	15.44	*	*	*	*	*	*	*	*	*	*
SC	20082009	65	2005	007	LAWRENCE/NELSON ELEMENTARY SCH	44352	17.44	*	*	*	*	*	*	*	*	*	*
SC	20092010	65	2005	007	LAWRENCE/NELSON ELEMENTARY SCH	43120	13.90	*	*	*	*	*	*	*	*	*	*
SC	20102011	65	2005	007	LAWRENCE/NELSON ELEMENTARY SCH	44820	13.73	*	*	10.00	*	*	*	*	*	10	*
SC	20102011	65	2005	009	SANDY CREEK ELEMENTARY AT CLAY CENTER	44190	21.00	*	*	*	*	*	*	*	*	*	*
DI	20002001	66	0027	000	SYRACUSE-DUNBAR-AVOCA SCHOOLS	39687	15.70	16.00	0.3721	41.79	*	*	*	*	*	*	*
DI	20052006	66	0027	000	SYRACUSE-DUNBAR-AVOCA SCHOOLS	39231	15.73	20.00	0.4167	46.18	*	*	*	*	*	*	*
DI	20072008	66	0027	000	SYRACUSE-DUNBAR-AVOCA SCHOOLS	44565	17.43	25.00	0.4464	56.00	*	*	*	*	*	*	*
DI	20082009	66	0027	000	SYRACUSE-DUNBAR-AVOCA SCHOOLS	46431	17.29	28.00	0.5000	55.37	*	*	*	*	*	*	*
DI	20092010	66	0027	000	SYRACUSE-DUNBAR-AVOCA SCHOOLS	47498	16.56	29.00	0.5088	56.01	*	*	*	*	*	*	*
DI	20102011	66	0027	000	SYRACUSE-DUNBAR-AVOCA SCHOOLS	46436	15.52	29.00	0.5179	53.63	*	*	*	*	*	53	*
SC	20002001	66	0027	001	HIGH SCHOOL AT SYRACUSE	41019	17.64	10.00	0.4000	22.91	*	*	*	*	*	*	*
SC	20052006	66	0027	001	HIGH SCHOOL AT SYRACUSE	38070	13.92	13.00	0.5000	23.68	*	*	*	*	*	*	*
SC	20072008	66	0027	001	HIGH SCHOOL AT SYRACUSE	44316	16.56	14.00	0.5185	25.27	*	*	*	*	*	*	*
SC	20082009	66	0027	001	HIGH SCHOOL AT SYRACUSE	46161	15.90	19.00	0.6552	26.46	*	*	*	*	*	*	*
SC	20092010	66	0027	001	HIGH SCHOOL AT SYRACUSE	47284	14.97	19.00	0.6333	26.89	*	*	*	*	*	*	*
SC	20102011	66	0027	001	HIGH SCHOOL AT SYRACUSE	45418	14.76	15.00	0.6000	18.76	*	*	*	*	*	18	*
SC	20002001	66	0027	003	ELEMENTARY SCHOOL AT SYRACUSE	38426	14.00	*	*	18.88	*	*	*	*	*	*	*
SC	20052006	66	0027	003	ELEMENTARY SCHOOL AT SYRACUSE	40087	17.35	*	*	22.50	*	*	*	*	*	*	*
SC	20072008	66	0027	003	ELEMENTARY SCHOOL AT SYRACUSE	44440	18.57	*	*	23.00	*	*	*	*	*	*	*
SC	20082009	66	0027	003	ELEMENTARY SCHOOL AT SYRACUSE	46503	18.77	*	*	22.00	*	*	*	*	*	*	*
SC	20092010	66	0027	003	ELEMENTARY SCHOOL AT SYRACUSE	46852	17.48	*	*	22.15	*	*	*	*	*	*	*
SC	20102011	66	0027	003	ELEMENTARY SCHOOL AT SYRACUSE	46292	16.94	*	*	15.75	*	*	*	*	*	16	*
SC	20102011	66	0027	006	MIDDLE SCHOOL AT SYRACUSE	45982	14.82	15.00	0.5357	19.12	*	*	*	*	*	19	*
DI	20002001	66	0111	000	NEBRASKA CITY PUBLIC SCHOOLS	35634	17.49	45.00	0.4545	97.31	*	*	*	*	*	*	*
DI	20052006	66	0111	000	NEBRASKA CITY PUBLIC SCHOOLS	42148	17.93	49.00	0.5104	94.59	*	*	*	*	*	*	*
DI	20072008	66	0111	000	NEBRASKA CITY PUBLIC SCHOOLS	44191	16.36	52.00	0.5532	94.18	*	*	*	*	*	*	*
DI	20082009	66	0111	000	NEBRASKA CITY PUBLIC SCHOOLS	46185	15.73	57.00	0.5644	100.28	*	*	*	*	*	*	*
DI	20092010	66	0111	000	NEBRASKA CITY PUBLIC SCHOOLS	47933	15.30	54.00	0.5094	105.28	*	*	*	*	*	*	*
DI	20102011	66	0111	000	NEBRASKA CITY PUBLIC SCHOOLS	48342	15.27	64.00	0.5766	110.28	*	*	*	*	*	108	*
SC	20002001	66	0111	001	NEBRASKA CITY HIGH SCHOOL	35134	17.65	11.00	0.3235	31.98	*	*	*	*	*	*	*
SC	20052006	66	0111	001	NEBRASKA CITY HIGH SCHOOL	42392	17.64	16.00	0.4848	31.14	*	*	*	*	*	*	*
SC	20072008	66	0111	001	NEBRASKA CITY HIGH SCHOOL	43121	16.03	18.00	0.5625	28.66	*	*	*	*	*	*	*
SC	20082009	66	0111	001	NEBRASKA CITY HIGH SCHOOL	45316	14.82	18.00	0.5455	30.56	*	*	*	*	*	*	*
SC	20092010	66	0111	001	NEBRASKA CITY HIGH SCHOOL	47351	15.37	17.00	0.4857	32.56	*	*	*	*	*	*	*
SC	20102011	66	0111	001	NEBRASKA CITY HIGH SCHOOL	47620	15.47	15.00	0.4412	32.22	*	*	*	*	*	32	*
SC	20002001	66	0111	002	NEBRASKA CITY MIDDLE SCHOOL	35612	16.25	12.00	0.4286	26.58	*	*	*	*	*	*	*
SC	20052006	66	0111	002	NEBRASKA CITY MIDDLE SCHOOL	41100	16.68	14.00	0.5000	25.10	*	*	*	*	*	*	*
SC	20072008	66	0111	002	NEBRASKA CITY MIDDLE SCHOOL	45183	16.44	17.00	0.5313	27.21	*	*	*	*	*	*	*
SC	20082009	66	0111	002	NEBRASKA CITY MIDDLE SCHOOL	46976	16.14	15.00	0.5172	25.41	*	*	*	*	*	*	*
SC	20092010	66	0111	002	NEBRASKA CITY MIDDLE SCHOOL	49848	16.67	16.00	0.5333	27.16	*	*	*	*	*	*	*
SC	20102011	66	0111	002	NEBRASKA CITY MIDDLE SCHOOL	50380	16.23	19.00	0.6129	27.93	*	*	*	*	*	28	*
SC	20002001	66	0111	004	NEBRASKA CITY NORTHSIDE ELEM	35338	16.19	10.00	0.6250	14.80	*	*	*	*	*	*	*
SC	20052006	66	0111	004	NEBRASKA CITY NORTHSIDE ELEM	39832	18.48	*	*	18.80	*	*	*	*	*	*	*
SC	20072008	66	0111	004	NEBRASKA CITY NORTHSIDE ELEM	41403	14.27	11.00	0.5000	20.40	*	*	*	*	*	*	*
SC	20082009	66	0111	004	NEBRASKA CITY NORTHSIDE ELEM	45609	16.57	12.00	0.5217	21.90	*	*	*	*	*	*	*
SC	20092010	66	0111	004	NEBRASKA CITY NORTHSIDE ELEM	48025	15.96	15.00	0.6000	23.90	*	*	*	*	*	*	*
SC	20102011	66	0111	004	NEBRASKA CITY NORTHSIDE ELEM	49271	16.46	20.00	0.7143	26.40	*	*	*	*	*	25	*
SC	20002001	66	0111	006	HAYWARD ELEMENTARY SCHOOL	37266	20.67	11.00	0.5238	19.80	*	*	*	*	*	*	*
SC	20052006	66	0111	006	HAYWARD ELEMENTARY SCHOOL	45429	20.86	15.00	0.6818	19.55	*	*	*	*	*	*	*
SC	20072008	66	0111	006	HAYWARD ELEMENTARY SCHOOL	46741	18.67	14.00	0.6667	17.91	*	*	*	*	*	*	*
SC	20082009	66	0111	006	HAYWARD ELEMENTARY SCHOOL	48143	17.16	18.00	0.7200	22.41	*	*	*	*	*	*	*
SC	20092010	66	0111	006	HAYWARD ELEMENTARY SCHOOL	47835	14.25	11.00	0.4583	21.66	*	*	*	*	*	*	*
SC	20102011	66	0111	006	HAYWARD ELEMENTARY SCHOOL	45434	12.96	13.00	0.5000	23.73	*	*	*	*	*	23	*
DI	20002001	66	0501	000	PALMYRA DISTRICT O R 1	31923	15.33	*	*	36.48	*	*	*	*	*	*	*
DI	20052006	66	0501	000	PALMYRA DISTRICT O R 1	35574	15.82	11.00	0.2821	36.62	*	*	*	*	*	*	*
DI	20072008	66	0501	000	PALMYRA DISTRICT O R 1	39450	16.44	13.00	0.3171	37.88	*	*	*	*	*	*	*
DI	20082009	66	0501	000	PALMYRA DISTRICT O R 1	40927	17.10	17.00	0.4250	37.38	*	*	*	*	*	*	*
DI	20092010	66	0501	000	PALMYRA DISTRICT O R 1	42742	18.08	16.00	0.4000	37.88	*	*	*	*	*	*	*
DI	20102011	66	0501	000	PALMYRA DISTRICT O R 1	43648	18.18	16.00	0.4000	37.88	*	*	*	*	*	38	*
SC	20002001	66	0501	001	JR-SR HIGH SCHOOL AT PALMYRA	31666	12.52	*	*	18.88	*	*	*	*	*	*	*
SC	20052006	66	0501	001	JR-SR HIGH SCHOOL AT PALMYRA	34780	12.82	*	*	17.62	*	*	*	*	*	*	*
SC	20072008	66	0501	001	JR-SR HIGH SCHOOL AT PALMYRA	39102	14.45	*	*	17.88	*	*	*	*	*	*	*
SC	20082009	66	0501	001	JR-SR HIGH SCHOOL AT PALMYRA	41079	15.45	10.00	0.4545	17.88	*	*	*	*	*	*	*
SC	20092010	66	0501	001	JR-SR HIGH SCHOOL AT PALMYRA	42742	16.41	*	*	17.88	*	*	*	*	*	*	*
SC	20102011	66	0501	001	JR-SR HIGH SCHOOL AT PALMYRA	43987	16.36	10.00	0.4545	17.88	*	*	*	*	*	18	*
SC	20002001	66	0501	003	ELEMENTARY AT BENNET	32467	18.79	*	*	17.60	*	*	*	*	*	*	*
SC	20052006	66	0501	003	ELEMENTARY AT BENNET	35390	17.18	*	*	19.00	*	*	*	*	*	*	*
SC	20072008	66	0501	003	ELEMENTARY AT BENNET	38864	17.57	*	*	20.00	*	*	*	*	*	*	*
SC	20082009	66	0501	003	ELEMENTARY AT BENNET	39848	18.00	*	*	19.50	*	*	*	*	*	*	*
SC	20092010	66	0501	003	ELEMENTARY AT BENNET	41598	19.05	*	*	20.00	*	*	*	*	*	*	*
SC	20102011	66	0501	003	ELEMENTARY AT BENNET	42284	19.45	*	*	20.00	*	*	*	*	*	20	*
DI	20002001	67	0001	000	PAWNEE CITY PUBLIC SCHOOLS	30662	14.79	*	*	26.50	*	*	*	*	*	*	*
DI	20052006	67	0001	000	PAWNEE CITY PUBLIC SCHOOLS	33738	16.87	*	*	26.84	*	*	*	*	*	*	*
DI	20072008	67	0001	000	PAWNEE CITY PUBLIC SCHOOLS	38161	16.57	10.00	0.3333	26.98	*	*	*	*	*	*	*
DI	20082009	67	0001	000	PAWNEE CITY PUBLIC SCHOOLS	40167	17.31	*	*	27.22	*	*	*	*	*	*	*
DI	20092010	67	0001	000	PAWNEE CITY PUBLIC SCHOOLS	40993	17.07	*	*	27.72	*	*	*	*	*	*	*
DI	20102011	67	0001	000	PAWNEE CITY PUBLIC SCHOOLS	41028	15.47	12.00	0.4000	28.62	*	*	*	*	*	29	*
SC	20002001	67	0001	001	PAWNEE CITY SECONDARY SCHOOL	30658	12.95	*	*	12.72	*	*	*	*	*	*	*
SC	20052006	67	0001	001	PAWNEE CITY SECONDARY SCHOOL	32207	15.30	*	*	13.84	*	*	*	*	*	*	*
SC	20072008	67	0001	001	PAWNEE CITY SECONDARY SCHOOL	35611	14.16	*	*	13.28	*	*	*	*	*	*	*
SC	20082009	67	0001	001	PAWNEE CITY SECONDARY SCHOOL	38038	14.61	*	*	13.22	*	*	*	*	*	*	*
SC	20092010	67	0001	001	PAWNEE CITY SECONDARY SCHOOL	39377	15.89	*	*	13.72	*	*	*	*	*	*	*
SC	20102011	67	0001	001	PAWNEE CITY SECONDARY SCHOOL	39920	14.68	*	*	15.42	*	*	*	*	*	15	*
SC	20002001	67	0001	002	PAWNEE CITY ELEMENTARY SCH	31085	15.94	*	*	13.78	*	*	*	*	*	*	*
SC	20052006	67	0001	002	PAWNEE CITY ELEMENTARY SCH	35441	18.31	*	*	13.00	*	*	*	*	*	*	*
SC	20072008	67	0001	002	PAWNEE CITY ELEMENTARY SCH	40726	19.59	*	*	13.70	*	*	*	*	*	*	*
SC	20082009	67	0001	002	PAWNEE CITY ELEMENTARY SCH	42395	20.59	*	*	14.00	*	*	*	*	*	*	*
SC	20092010	67	0001	002	PAWNEE CITY ELEMENTARY SCH	43134	18.65	*	*	14.00	*	*	*	*	*	*	*
SC	20102011	67	0001	002	PAWNEE CITY ELEMENTARY SCH	42192	16.88	*	*	13.20	*	*	*	*	*	13	*
DI	20002001	67	0069	000	LEWISTON CONSOLIDATED SCHOOLS	30889	15.82	*	*	20.29	*	*	*	*	*	*	*
DI	20052006	67	0069	000	LEWISTON CONSOLIDATED SCHOOLS	36112	14.41	*	*	20.03	*	*	*	*	*	*	*
DI	20072008	67	0069	000	LEWISTON CONSOLIDATED SCHOOLS	40244	15.86	11.00	0.5238	19.53	*	*	*	*	*	*	*
DI	20082009	67	0069	000	LEWISTON CONSOLIDATED SCHOOLS	41121	16.00	11.00	0.5000	20.77	*	*	*	*	*	*	*
DI	20092010	67	0069	000	LEWISTON CONSOLIDATED SCHOOLS	43298	15.81	10.00	0.4762	20.37	*	*	*	*	*	*	*
DI	20102011	67	0069	000	LEWISTON CONSOLIDATED SCHOOLS	43244	14.22	12.00	0.5217	22.37	*	*	*	*	*	22	*
SC	20002001	67	0069	001	LEWISTON HIGH SCHOOL	32530	18.00	*	*	11.07	*	*	*	*	*	*	*
SC	20052006	67	0069	001	LEWISTON HIGH SCHOOL	34355	13.15	*	*	10.88	*	*	*	*	*	*	*
SC	20072008	67	0069	001	LEWISTON HIGH SCHOOL	37800	13.00	*	*	10.38	*	*	*	*	*	*	*
SC	20082009	67	0069	001	LEWISTON HIGH SCHOOL	38250	12.73	*	*	10.25	*	*	*	*	*	*	*
SC	20092010	67	0069	001	LEWISTON HIGH SCHOOL	39730	13.73	*	*	10.25	*	*	*	*	*	*	*
SC	20102011	67	0069	001	LEWISTON HIGH SCHOOL	38924	11.00	*	*	11.25	*	*	*	*	*	11	*
SC	20002001	67	0069	002	LEWISTON ELEMENTARY SCHOOL	29540	15.54	*	*	*	*	*	*	*	*	*	*
SC	20052006	67	0069	002	LEWISTON ELEMENTARY SCHOOL	36911	14.77	*	*	*	*	*	*	*	*	*	*
SC	20072008	67	0069	002	LEWISTON ELEMENTARY SCHOOL	41825	16.62	*	*	*	*	*	*	*	*	*	*
SC	20082009	67	0069	002	LEWISTON ELEMENTARY SCHOOL	40766	15.57	*	*	10.52	*	*	*	*	*	*	*
SC	20092010	67	0069	002	LEWISTON ELEMENTARY SCHOOL	43364	14.62	*	*	10.12	*	*	*	*	*	*	*
SC	20102011	67	0069	002	LEWISTON ELEMENTARY SCHOOL	44904	14.71	*	*	11.12	*	*	*	*	*	11	*
DI	20052006	68	0020	000	PERKINS COUNTY SCHOOLS	40190	18.27	*	*	41.85	*	*	*	*	*	*	*
DI	20072008	68	0020	000	PERKINS COUNTY SCHOOLS	48019	19.49	13.00	0.3171	38.70	*	*	*	*	*	*	*
DI	20082009	68	0020	000	PERKINS COUNTY SCHOOLS	45781	18.85	11.00	0.2683	39.45	*	*	*	*	*	*	*
DI	20092010	68	0020	000	PERKINS COUNTY SCHOOLS	46582	20.03	10.00	0.2564	36.65	*	*	*	*	*	*	*
DI	20102011	68	0020	000	PERKINS COUNTY SCHOOLS	46715	18.98	11.00	0.2683	38.40	*	*	*	*	*	38	*
SC	20052006	68	0020	001	PERKINS COUNTY HIGH SCHOOL	40564	19.60	*	*	15.27	*	*	*	*	*	*	*
SC	20072008	68	0020	001	PERKINS COUNTY HIGH SCHOOL	51631	18.21	*	*	16.20	*	*	*	*	*	*	*
SC	20082009	68	0020	001	PERKINS COUNTY HIGH SCHOOL	43122	15.79	*	*	15.75	*	*	*	*	*	*	*
SC	20092010	68	0020	001	PERKINS COUNTY HIGH SCHOOL	44354	16.72	*	*	14.05	*	*	*	*	*	*	*
SC	20102011	68	0020	001	PERKINS COUNTY HIGH SCHOOL	44178	15.50	*	*	14.05	*	*	*	*	*	14	*
SC	20052006	68	0020	002	PERKINS COUNTY ELEMENTARY SCH	41760	18.50	*	*	11.92	*	*	*	*	*	*	*
SC	20072008	68	0020	002	PERKINS COUNTY ELEMENTARY SCH	43531	19.88	*	*	15.00	*	*	*	*	*	*	*
SC	20082009	68	0020	002	PERKINS COUNTY ELEMENTARY SCH	45979	19.88	*	*	15.75	*	*	*	*	*	*	*
SC	20092010	68	0020	002	PERKINS COUNTY ELEMENTARY SCH	47890	21.94	*	*	15.85	*	*	*	*	*	*	*
SC	20102011	68	0020	002	PERKINS COUNTY ELEMENTARY SCH	48879	21.72	*	*	16.10	*	*	*	*	*	16	*
SC	20052006	68	0020	003	PERKINS COUNTY JR HIGH SCHOOL	38874	17.56	*	*	14.66	*	*	*	*	*	*	*
SC	20072008	68	0020	003	PERKINS COUNTY JR HIGH SCHOOL	45594	20.25	*	*	*	*	*	*	*	*	*	*
SC	20082009	68	0020	003	PERKINS COUNTY JR HIGH SCHOOL	45309	19.55	*	*	*	*	*	*	*	*	*	*
SC	20092010	68	0020	003	PERKINS COUNTY JR HIGH SCHOOL	45900	19.40	*	*	*	*	*	*	*	*	*	*
